gcr_number,GCR_NAME,admin_area,BLOCK_NAME,NAME,GCR_STATUS,GRID_REF,LATITUDE,LONGITUDE,EASTING,NORTHING,GCR_DATE,REVIEW_DATE,AGENCY,GCR_STATEMENT,SYSTEM,ESCC,SSSI_NAME
2921,Elender Cove to Black Cove,Devon CC,Igneous Rocks of South-west England,Lizard and Start Complexes (Group A sites),Notified,SX768356,50.21,-3.73,276800,35600,30-Jan-90,30-Jan-90,NE,"This site is a typical example of the greenschists of the Start Complex. Although now metamorphosed to form strongly foliated low- grade schists, they were originally basalts with mid-ocean ridge chemical affinities. The site is particularly significant as the rocks show geochemical features similar to those of the Lizard ophiolite and metabasalt clasts from the south Cornish melange zone. Like those localities the site therefore provides evidence of the former existence of oceanic crust in the area during the Devonian Period, and can be compared to similar occurrences in northern Europe.",,Coastal and River Cliffs,PRAWLE POINT AND START POINT
2923,Ilfracombe Coastal Sections,Devon CC,Variscan Structures of South-West England,,Notified,SS536480,51.21,-4.1,253600,148000,19-Jan-90,19-Jan-90,NE,"The coastal outcrops here provide complementary sections through Upper Devonian Ilfracombe Slates, with large fold structures displayed with unusual clarity. These sections lie close to the northern limit of the Variscan foldbelt in south-west England and illustrate the structural characteristics of the area. The fold structures developed here have near-horizontal east-west axes and are generally steeply inclined or overturned northwards. The folds are picked out by limestone layers ranging in thickness from a few centimetres to several metres and include Jenny Start Limestone, the David's Stone Limestone and the Red Limestone. Fold structures on several scales are developed, ranging from small fish-hook folds of the thinnest limestones to folds larger than the scale of the cliffs. The overturned, northern limbs of the folds are often cut out by reverse faults and wrench faults are also common. These are valuable exposures of geological structures in an area consisting predominantly of slates, where fold structures cannot usually be detected.",,Coastal and River Cliffs,"HELE, SAMSON`S AND COMBE MARTIN BAYS"
2924,Hartland Point,Devon CC,Variscan Structures of South-West England,,Notified,SS274264,51.01,-4.46,227400,126400,15-Feb-90,18-Feb-91,NE,"The cliffs around Hartland Point provide exposures of fold strucures produced during the Variscan mountain building episode (orogeny). The area around Hartland Point is composed of the lower part of the Bude Formation of the Upper Carboniferous. These beds at the point are folded into a major asymmetrical syncline, with an amplitude of about 700 metres. The northern limb of the structure dips south at 33 degrees and the southern limb dips north at about 80 degrees. Locally, beds on the higher part of the southern limb become inverted due to collapse northwards. To the east of Hartland Point a NW-SE trending, dextral wrench fault passes though Barley Bay and displaces the axis of the syncline. On the east side of the bay the main structure continues but additional folds are superimposed and the easterly plunge becomes less steep. An upright, parallel anticlinal fold developed in the centre of the main syncline is exposed on the east side of Barley Bay. These very large folds are well-displayed in profile, and in plan on the foreshore sections. This locality provides an excellent demonstration of the nature of the folds produced during the Variscan Orogeny near the northern margin of the Culm Synclinorium.",,Coastal and River Cliffs,MARSLAND TO CLOVELLY COAST
2928,Bovisand Bay,Devon CC,Variscan Structures of South-West England,,Notified,SX490496,50.33,-4.12,249000,49600,22-Feb-90,22-Feb-90,NE,"Coastal cliff and foreshore outcrops here provide a cross-section through part of the Dartmouth Antiform, a regional fold structure of Variscan age. The rocks here are lower Devonian Dartmouth Beds, Meadfoot Group and Staddon Grits. Many structural features can be observed, including folds of three generations with associated cleavages. In this section first generation folds are generally asymmetric with steep or overturned northern limbs and gently dipping southern limbs. The associated cleavage dips consistently south at about 40 degrees. The disposition of these folds indicates that the trace of the Dartmouth Anticline, a major first-generation structure, passes through this section. At the southern end of the bay, a major fault separates the Dartmouth Beds from the Meadfoot Group. This fault is an important regional structure associated with the Dartmouth Antiform, traversing south-west England from Newquay to Dartmouth.",,Foreshore Exposures,PLYMOUTH SOUND SHORES AND CLIFFS
2929,Jennycliff Bay,Devon CC,Variscan Structures of South-West England,,Notified,SX489515,50.34,-4.12,248900,51500,15-Feb-90,15-Feb-90,NE,"Coastal cliff and foreshore outcrops here provide a cross-section through part of the Dartmouth Antiform, a regional fold of Variscan age. The rocks here are lower Devonian Staddon Grits, Jennycliff Slates with Plymouth Limestone exposed at the northern end of the section. The strata are usually steeply inclined and flexured into open recumbent folds, sometimes with chevron form. Cleavage associated with these folds is strongly developed in the slates but becomes more widely spaced in siltstones and sandstones. The cleavage dips at moderate to low angles to the south. In places the strata become overturned, dipping steeply to the south. Sedimentary structures such as graded bedding and cross-bedding can be used to establish the original way-up of the strata. The disposition of the beds, the folds and the cleavage demonstrate that this section lies on the northern, steep or overturned limb of the Dartmouth Antiform. This major geological structure can be traced from Newquay in the west to Dartmouth in the east.",,Foreshore Exposures,PLYMOUTH SOUND SHORES AND CLIFFS
2930,"North Sands Bay, Salcombe",Devon CC,Variscan Structures of South-West England,,Notified,SX728378,50.23,-3.78,272800,37800,22-Feb-90,22-Feb-90,NE,"Coastal cliffs and foreshore outcrops here provide exposures of schists in the Start Complex, displaying fold structures of several generations. The two main rock types of the complex, pelitic schists and green, basic schists, are present. The boundary between these rock types is exposed at the north-eastern end of the section, it is clearly gradational but this is thought to be the result of tectonic processes. At the southern end of the section, spectacular first generation folds are exposed. These are isoclines lying in the layering, which generally dips south at moderate angles. The early folds are refolded by second and third generation folds, to produce fine examples of interference structures. Strong mineral and quartz rodding lineations are formed, parallel to the fold axes. These exposures provide important evidence of the structural characteristics of the Start Complex which contrasts markedly with the local Devonian succession such as the Meadfoot Group to the north. The structural characteristics observed suggest that the Start Complex may be more closely related to the rocks of south Cornwall than south Devon.",,Coastal and River Cliffs,SALCOMBE TO KINGSBRIDGE ESTUARY
2931,River Culm at Rewe,Devon CC,Fluvial Geomorphology of England,Karst in Wales,Notified,SX951995,50.79,-3.49,295100,99500,08-Feb-90,08-Feb-90,NE,This site comprises a well-developed section of floodplain across which the River Culm meanders freely. The river banks and floodplain comprise fine alluvial sediments deposited by overbank sedimentation during flooding several times a year. The site is an important example of an active floodplain which is currently being monitored in detail to elucidate the process of sedimentation of fine alluvial deposits in lowland rivers. It is a rare example of an instrumented reach and the analysis of both bank erosion and sedimentation rates demonstrates the significance of the floodplain within the overall river sediment budget.,Quaternary,,"RIVER CULM, COLUMBJOHN"
2931,River Culm at Rewe,Devon CC,Fluvial Geomorphology of England,Fluvial geomorphology of central and southern England,Notified,SX951995,50.79,-3.49,295100,99500,08-Feb-90,08-Feb-90,NE,This site comprises a well-developed section of floodplain across which the River Culm meanders freely. The river banks and floodplain comprise fine alluvial sediments deposited by overbank sedimentation during flooding several times a year. The site is an important example of an active floodplain which is currently being monitored in detail to elucidate the process of sedimentation of fine alluvial deposits in lowland rivers. It is a rare example of an instrumented reach and the analysis of both bank erosion and sedimentation rates demonstrates the significance of the floodplain within the overall river sediment budget.,Quaternary,,"RIVER CULM, COLUMBJOHN"
2932,Ashburton Road Cuttings,Devon CC,Variscan Structures of South-West England,,Notified,SX747681,50.5,-3.77,274700,68100,26-Feb-90,26-Feb-90,NE,"At this site, a melange sequence of probable Frasnian age is seen overlying the Famennian Kate Brook Slate. The boundary between the two formations is the Bickington Thrust. This thrust is a major tectonic boundary which separates the younger formation from Frasnian and older sequences to the south in this part of south Devon. This site includes the most instructive and easily accessible exposures of the Bickington Thrust and adjacent sequences. This major boundary is not exposed on any coast. The melange sequence consists of shallow water limestones of reefal facies, and volcanic rocks set in a grey slate matrix. The limestones and volcanics form clasts up to tens of metres in length. It is uncertain whether the melange is tectonic or sedimentary in origin. This chaotic facies passes upwards into the Gurrington Slate, volcanic lenses and rare dolerite intrusions, and is exposed towards the southern end of the cuttings.",,"Exposures in Disused Quarries, Pits and Cuttings",ASHBURTON ROAD CUTTINGS
2934,Clovelly to Mouth Mill,Devon CC,Variscan Structures of South-West England,,Notified,SS317251,51,-4.4,231700,125100,12-Feb-90,12-Feb-90,NE,"The coastal cliffs here provide exposures of the Upper Carboniferous Crackington Formation, affected by large-scale folds formed during the Variscan Orogeny. Folds are marked by the outcrop of shale bands within the predominantly sandstone sequence. A series of large asymmetric folds are developed within horizontal axes, inclined or overturned to the north. The northern limbs are vertical or overturned and southern limbs dip moderately to the south. Successively lower beds are exposed south-eastwards towards Clovelly, indicating a fold envelope dipping northwards. This section provides a valuable comparison with the Hartland Point section to the west; the Wood Rock anticline is a major structure, comparable to the syncline at Hartland Point. Refolding by small folds plunging 15-23 degrees to the east complicate the structure. This refolding has been interpreted that the overturning of the main folds is, in part, a late feature, resulting from northerly directed simple shear on the flank of the Culm Synclinorium.",,Coastal and River Cliffs,MARSLAND TO CLOVELLY COAST
2952,Lyme Regis coast (Pinhay Bay to Charmouth),Devon CC,Mesozoic - Tertiary Fish/Amphibia,British Jurassic fossil fishes sites,Notified,SY327909,50.71,-2.95,332700,90900,02-Jan-00,02-Jan-00,NE,"Fish remains were at one time common at Lyme Regis, and many specimens from here are seen in museums nationwide. The main horizons yielding fish were the Saurian Shales at the top of the Blue Lias and the overlying Shales with Beef. Over forty species are recognised here, and because of the long history of collecting at this site Lyme Regis is the type locality for many of these. Some are very fine specimens and have been found from nodules from Black Ven. These provide finely preserved three-dimensional specimens. Several species of the sharks Acrodus and Hybodus are known from Lyme Regis where they are represented as complete specimens. Both belong to the hybodonts, which are a group of sharks known from widespread teeth from the upper Palaeozoic to the Cretaceous. This site is the type and only locality for the coelacanth Holophagus gulo and also several species of actinopterygians.",Jurassic,Coastal and River Cliffs,AXMOUTH TO LYME REGIS UNDER CLIFFS
3020,Reeds Farm Pit,Devon CC,"Cenomanian, Turonian, Senonian, Maastrichtian","Southern Province, England",Notified,ST213003,50.8,-3.12,321300,100300,23-Nov-94,02-Jan-00,NE,"Reeds Farm Pit has been known to geologists since the late nineteenth century and is often refered to under a variety of names such as ""Hutchins Pit"" and ""Waterworks Pit"".

It is one of only two remaining exposures of the 'Wilmington Sands', a deposit limited to the area immediately around Wilmington Village.  This deposit is unique in Britain although it has close similarities to sands known in the Sarthe region of western France (Macfadyan 1970).  It dates from the upper part of the Cretaceous Period, around 100 million years ago, and was laid down in a shallow tropical sea which covered much of Britain at this time.

Of particular interest is the fossil fauna of the 'Wilmington Sands', which at Reeds Pit include a shell bed full of bivalve mollusc shells and some ammonites (the shells of extinct relatives of modern squids).  The ammonites include several very rare species and are internationally important for dating rocks of this age.  Many sea urchins also occur in the sands and occasional crabs are present (including the species Calappa cranium, which was first found at this locality.

The richness of some of the internationally important faunas, especially the correllative elements (ie. ammonites) makes Reeds Farm Pit of national and international importance.  Although the succession is broadly similar to that of nearby Wilmington Quarry (= White Hard Sandpit) SSSI, many significant differences are present and Reeds Farm Pit has yielded better preserved specimens of certain faunal elements which have featured in a number of important monographs.  Both sites are stratigraphically complementary.

Reeds Farm Pit is therefore of great importance nationally and internationally and still yields interseting and unusual fossils.",Cretaceous,"Exposures in Disused Quarries, Pits and Cuttings",REED`S FARM PIT
3021,Abbotsham Coast,Devon CC,Westphalian,Culm Trough,Notified,SS403269,51.02,-4.28,240300,126900,01-Jan-96,02-Jan-00,NE,"The cliffs and foreshore between Westward Ho! and Babbacombe Mouth.  Some of the only section available through the complete Bideford Formation - a localised development of fluvio-lacustrine 'Coal Measures' type deposit within the more marine influenced sediments of the 'Culm Basin' of south-west England.  Important biostratigraphical information demonstrates that the Bideford Formation is laterally equivalent to the upper part of the Crackington Formation and the basal part of the Bude Formation of adjacent areas.  The site remarkably includes one such marker band characterised by the ammonoid Gastrioceras amaliae (Langsettian Stage) within both a Crackington Formation sequence at Babbacome Mouth and within a Bideford Formation sequence west of Cornborough, thereby proving the lateral equivalence of the two formations.

In addition to marine horizons the Bideford formation yields important non-marine bivalve assemblages including faunas of the Carbonicola lenisulcata Zone.  The formation is dominated by mudstones, siltstones and some sandstones representing at least nine deposition cycles.  Sedimentary structures including cross-stratification are locally well developed and interesting trace-fossil assemblages are also present.

The basal part of the overlying Bude Formation in addition includes an impure coal seam with traces of seat earth.  Close to this level elements of a coal Measures flora have been recorded including Neuropteris and Sphenophyllum which may indicate the Lyginopteris heminghansii (floral)  Zone.

The combination of a major lateral change from Crackington to Bideford Formation facies and the associated biostratigraphical control makes the Abbotsham Coast a site of very major importance for regional and national palaeoenvironmental and palaeogeographical studies.",Carboniferous,Coastal and River Cliffs,MERMAID`S POOL TO ROWDEN GUT
3022,Bude Coast,Devon CC,Westphalian,Culm Trough,Notified,SS213174,50.93,-4.54,221300,117400,01-Jan-96,02-Jan-00,NE,"The cliffs and foreshore between Widemouth Bay and Marsland Cliff are the type of area of the Bude Formation, the youngest division of the Carboniferous succession in Devon and Cornwall.  The formation comprises around 1290m of bedded sandstone and typically thin shales.  The sandstones are rich in sedimentary structures including sand volcanos and hummocky cross-stratification, the latter probably generated by storm waves in shallow water conditions.

Biostratigraphical control on the age of the Bude Formation is provided by thick shale horizons with marine faunas in particular ammonoids, including the Hartland Quey Shale (topmost Crackington Formation with Gastrioceras amaliae; Langsettian), the Long Peak Shale (with intermediate ammonoids and some fish remains; probably Langsettian), Toms Cove Shale (with some fish remains), Sandy Mouth Shale (with Antracoceratoides cornubiensis; Langsettian) and the Warren Gutter Shale (with Donetzoceras aegiranium and Gastrioceras depressum of basal Bolsovian age).  Although no direct evidence of the Duckmantrian stage is available, deposites of this age are undoubtedly present.

The Saturday's Pit Shale is palaeontologically particularly important as it yields fragmentary fish remains including Cornuboniscus budensis, Acanthiodes nardi and Elonicthys aitkeni and the crustacean Crangopsis huxleyi.  In addition the Toms Cove Shale yields the coelocanthid Rhabododerma elegans.  Several levels in the succession show Xiphosurid trails, again indicating a shallow water environment for much of the Bude Formation.

The combination of the Bude Formation stratotype, excellent sedimentary features, good biostratigraphical control and palaentologically important faunas makes the Bude coast one of the most important areas of exposure of Carboniferous rocks in Britain.",Carboniferous,Coastal and River Cliffs,DUCKPOOL TO FURZEY COVE
3025,Shipload Bay,Devon CC,Westphalian,Culm Trough,Notified,SS248276,51.02,-4.5,224800,127600,31-Jan-96,02-Jan-00,NE,"The cliffs and foreshore around Shipload Bay show excellent exposures of the Upper Carboniferous (Langsettian) Bude Formation.  The succession comprises thin to medium bedded sandstones with siltstones and shales with well developed sedimentary structures.  In particular a priminant slumped horizon with sandstone slabs in a mudstone matrix probably represents an underwater mudflow.  This horizon is extensive and can be traced for around 3km along the coast.

Other sedimentary structures are particually well exposed and include flute and lode casts, ripple marks, flame structures and occasional sandstones with cross- and wedge- bedding.  Many of these features are typical of a relatively shallow water environment and represent the last phase of infilling of the 'Culm Trough' in Britain, a large Upper Carboniferous depositional basin extending from south-west Britain to northern Germany.  Their significance for regional palaeogeographic and palaeoenvironmental studies is therefore paramount.",Carboniferous,,
3143,Sidmouth,Devon CC,Mesozoic - Tertiary Fish/Amphibia,British Triassic fossil fishes sites,Confirmed,SY092838,50.65,-3.28,309200,83800,16-Jun-00,02-Jan-00,NE,"The Otter Sandstone Formation exposed along the coast at Sidmouth offers vast potential for study of mid-Triassic amphibian and fish faunas.  There are no mainland European freshwater faunas of the same age, since the Muschelkalk marine transgression occupies that interval of time.  The assemblage comprises the richest mid-Triassic continental amphibian fauna in Britain and probably in western Europe.  New finds, including as yet undescribed fish remains, continue to be made in situ and in fallen blocks, with erosion constantly supplying new specimens.  This potential and the importance of past finds give the site its conservation value.",Triassic,Coastal and River Cliffs,LADRAM BAY TO SIDMOUTH
3218,Southacre Clay Pits,Devon CC,Palaeogene,,Notified,SX854754,50.57,-3.62,285400,75400,03-Feb-04,,NE,"Southacre Clay Pits is a key locality for interpreting the stratigraphy, paleogeography and
palaeoenvironmental conditions of the late Palaeogene within the Bovey Basin and more
widely.
Stratigraphically, Southacre Clay Pits exposes lignite and clay sediments belonging to the
Middle and Upper Bovey Formation of Oligocene age. It is the type locality for the
Southacre Clay-and-Lignite Member (including the Parks Seam) of the Middle Bovey
Formation. This is overlain by the Stover Member which belongs to the Upper Bover
Formation.
The lignite beds (some reaching 3 metres in thickness) of the Southacre Clay-and-Lignite
Member have yielded an abundant and diverse fossil flora - 33 named species belonging to
31 families of trees and other vegetation have been identified. Sedimentation in the Bovey
Basin is believed to have taken place on a river flood plan and, to a lesser extent, in
freshwater lakes. These environments are reflected by a largely derived flora dominated by
the conifer Sequoia couttsiae with the fern Osmunda lignitum and the swamp-palm Calmus
daemonorops. Also found are a number of true aquatic plants, marsh plants and various
climbers, trees and shrubs.
Pollen and spore assemblages from sections at the site closely resemble those found in
sediments of similar age in the Bristol Channel, the Irish Sea and Ulster making this site
important for understanding the late Palaeogene in the Bovey Basin and for localities of
similar age throughout Britain.",Tertiary,,
